Dates;Destination;Group;Period;Price;Regio;Status;min_price
['07.08.2020', '22.08.2020'];Abidjan;sommerferien;2020-08;483;Africa;07/12/2019;483
['07.08.2020', '22.08.2020'];Abidjan;sommerferien;2020-08;483;Africa;08/12/2019;483
['24.10.2019', '17.11.2019'];Addis Abeba;last-minute;2019-10;346;Africa;22/10/2019;346
['29.10.2019', '17.11.2019'];Addis Abeba;last-minute;2019-10;346;Africa;26/10/2019;346
['31.10.2019', '17.11.2019'];Addis Abeba;last-minute;2019-10;346;Africa;26/10/2019;346
['14.01.2020', '26.01.2020'];Addis Abeba;last-minute;2020-01;359;Africa;08/01/2020;346
['25.01.2020', '08.02.2020'];Addis Abeba;fernreisen;2020-01;358;Africa;08/01/2020;346
['26.01.2020', '03.02.2020'];Addis Abeba;fernreisen;2020-01;361;Africa;23/01/2020;346
['26.01.2020', '08.02.2020'];Addis Abeba;fernreisen;2020-01;362;Africa;25/01/2020;346
['30.01.2020', '10.02.2020'];Addis Abeba;fernreisen;2020-01;359;Africa;24/01/2020;346
['16.06.2020', '16.07.2020'];Addis Abeba;fernreisen;2020-06;376;Africa;03/02/2020;346
['04.12.2021', '30.12.2021'];Addis Abeba;fernreisen;2021-12;389;Africa;2021-11-15;346
['31.12.2019', '15.01.2020'];Asmara;last-minute;2019-12;440;Africa;24/12/2019;440
['12.11.2019', '25.11.2019'];Banjul;warme-reiseziele;2019-11;289;Africa;22/10/2019;210
['12.11.2019', '25.11.2019'];Banjul;warme-reiseziele;2019-11;339;Africa;07/10/2019;210
['19.11.2019', '25.11.2019'];Banjul;warme-reiseziele;2019-11;329;Africa;09/10/2019;210
['10.12.2019', '24.12.2019'];Banjul;warme-reiseziele;2019-12;210;Africa;07/12/2019;210
['10.12.2019', '24.12.2019'];Banjul;warme-reiseziele;2019-12;210;Africa;08/12/2019;210
['07.01.2020', '04.02.2020'];Banjul;last-minute;2020-01;339;Africa;24/12/2019;210
['14.01.2020', '21.01.2020'];Banjul;last-minute;2020-01;325;Africa;08/01/2020;210
['28.01.2020', '18.02.2020'];Banjul;last-minute;2020-01;284;Africa;25/01/2020;210
['04.02.2020', '11.02.2020'];Banjul;last-minute;2020-02;309;Africa;03/02/2020;210
['29.07.2020', '26.08.2020'];Banjul;sommerferien;2020-07;461;Africa;07/12/2019;210
['18.02.2020', '10.03.2020'];Banjul;last-minute;2020-02;354;Africa;05/02/2020;210
['18.02.2020', '10.03.2020'];Banjul;last-minute;2020-02;354;Africa;07/02/2020;210
['18.02.2020', '10.03.2020'];Banjul;last-minute;2020-02;354;Africa;2020-02-10;210
['31.03.2020', '21.04.2020'];Banjul;warme-reiseziele;2020-03;329;Africa;2020-03-13;210
['31.12.2019', '15.01.2020'];Dar es Salaam;last-minute;2019-12;563;Africa;24/12/2019;563
['11.10.2019', '16.10.2019'];Djerba;warme-reiseziele;2019-10;221;Africa;07/10/2019;169
['25.10.2019', '30.10.2019'];Djerba;last-minute;2019-10;185;Africa;18/10/2019;169
['18.12.2019', '25.12.2019'];Djerba;last-minute;2019-12;200;Africa;07/12/2019;169
['06.05.2020', '20.05.2020'];Djerba;warme-reiseziele;2020-05;169;Africa;23/01/2020;169
['30.12.2019', '10.01.2020'];Douala;last-minute;2019-12;529;Africa;24/12/2019;529
['13.08.2020', '27.08.2020'];Enfidha;sommerferien;2020-08;432;Africa;03/02/2020;410
['20.08.2020', '03.09.2020'];Enfidha;sommerferien;2020-08;410;Africa;08/01/2020;410
['31.12.2019', '21.01.2020'];Entebbe;last-minute;2019-12;522;Africa;24/12/2019;379
['24.12.2020', '03.01.2021'];Entebbe;weihnachtsferien;2020-12;412;Africa;2020-06-06;379
['21.08.2020', '28.08.2020'];Entebbe;fernreisen;2020-08;379;Africa;2020-06-23;379
['14.09.2020', '06.10.2020'];Entebbe;fernreisen;2020-09;380;Africa;2020-07-15;379
['03.12.2021', '14.12.2021'];Entebbe;fernreisen;2021-12;384;Africa;2021-11-15;379
['02.12.2019', '23.12.2019'];Johannesburg;fernreisen;2019-12;397;Africa;20/10/2019;365
['07.12.2019', '22.12.2019'];Johannesburg;fernreisen;2019-12;378;Africa;26/10/2019;365
['07.12.2019', '22.12.2019'];Johannesburg;fernreisen;2019-12;387;Africa;22/10/2019;365
['07.12.2019', '22.12.2019'];Johannesburg;fernreisen;2019-12;397;Africa;19/10/2019;365
['30.01.2020', '15.02.2020'];Johannesburg;fernreisen;2020-01;378;Africa;26/10/2019;365
['21.04.2020', '05.05.2020'];Johannesburg;fernreisen;2020-04;391;Africa;08/12/2019;365
['28.04.2020', '26.05.2020'];Johannesburg;fernreisen;2020-04;394;Africa;07/12/2019;365
['26.03.2020', '02.04.2020'];Johannesburg;fernreisen;2020-03;365;Africa;2020-03-14;365
['15.09.2020', '09.10.2020'];Johannesburg;fernreisen;2020-09;370;Africa;2020-06-06;365
['14.09.2020', '21.09.2020'];Johannesburg;fernreisen;2020-09;371;Africa;2020-06-23;365
['29.10.2020', '12.11.2020'];Johannesburg;fernreisen;2020-10;375;Africa;2020-07-15;365
['22.06.2022', '08.07.2022'];Johannesburg;fernreisen;2022-06;369;Africa;2021-11-15;365
['16.08.2020', '05.09.2020'];Kapstadt;sommerferien;2020-08;508;Africa;07/10/2019;490
['11.08.2020', '01.09.2020'];Kapstadt;sommerferien;2020-08;490;Africa;07/02/2020;490
['11.08.2020', '01.09.2020'];Kapstadt;sommerferien;2020-08;490;Africa;2020-02-10;490
['04.11.2019', '12.11.2019'];Lusaka;last-minute;2019-11;498;Africa;26/10/2019;498
['03.08.2020', '17.08.2020'];Maputo;sommerferien;2020-08;594;Africa;22/10/2019;594
['03.08.2020', '17.08.2020'];Maputo;sommerferien;2020-08;597;Africa;26/10/2019;594
['15.10.2019', '22.10.2019'];Marrakesch;warme-reiseziele;2019-10;98;Africa;04/10/2019;15
['07.12.2019', '11.12.2019'];Marrakesch;kurzurlaub;2019-12;15;Africa;26/10/2019;15
['14.03.2020', '18.03.2020'];Marrakesch;kurzurlaub;2020-03;80;Africa;24/12/2019;15
['31.08.2020', '12.09.2020'];Marrakesch;warme-reiseziele;2020-08;155;Africa;23/01/2020;15
['12.09.2020', '22.09.2020'];Marrakesch;warme-reiseziele;2020-09;91;Africa;23/01/2020;15
['29.09.2020', '10.10.2020'];Marrakesch;warme-reiseziele;2020-09;116;Africa;2020-03-02;15
['29.09.2020', '10.10.2020'];Marrakesch;warme-reiseziele;2020-09;117;Africa;2020-03-06;15
['21.04.2020', '25.04.2020'];Marrakesch;kurzurlaub;2020-04;66;Africa;2020-03-14;15
['29.09.2020', '10.10.2020'];Marrakesch;warme-reiseziele;2020-09;133;Africa;2020-03-14;15
['29.09.2020', '10.10.2020'];Marrakesch;warme-reiseziele;2020-09;133;Africa;2020-03-16;15
['21.04.2020', '25.04.2020'];Marrakesch;kurzurlaub;2020-04;67;Africa;2020-03-16;15
['14.07.2020', '21.07.2020'];Marrakesch;warme-reiseziele;2020-07;61;Africa;2020-06-23;15
['17.10.2020', '24.10.2020'];Marrakesch;warme-reiseziele;2020-10;110;Africa;2020-06-23;15
['28.07.2020', '04.08.2020'];Marrakesch;last-minute;2020-07;48;Africa;2020-07-15;15
['18.08.2020', '25.08.2020'];Marrakesch;sommerferien;2020-08;43;Africa;2020-07-15;15
['18.08.2020', '25.08.2020'];Marrakesch;warme-reiseziele;2020-08;43;Africa;2020-07-15;15
['28.10.2019', '04.11.2019'];Mombasa;last-minute;2019-10;380;Africa;26/10/2019;352
['28.10.2019', '04.11.2019'];Mombasa;last-minute;2019-10;387;Africa;22/10/2019;352
['18.11.2019', '09.12.2019'];Mombasa;fernreisen;2019-11;385;Africa;18/10/2019;352
['27.01.2020', '08.02.2020'];Mombasa;fernreisen;2020-01;406;Africa;20/10/2019;352
['27.01.2020', '17.02.2020'];Mombasa;fernreisen;2020-01;368;Africa;24/12/2019;352
['04.03.2020', '22.03.2020'];Mombasa;fernreisen;2020-03;352;Africa;08/01/2020;352
['20.03.2020', '28.03.2020'];Mombasa;fernreisen;2020-03;391;Africa;08/12/2019;352
['20.03.2020', '28.03.2020'];Mombasa;fernreisen;2020-03;392;Africa;07/12/2019;352
['09.04.2020', '27.04.2020'];Mombasa;fernreisen;2020-04;404;Africa;19/10/2019;352
['28.04.2020', '11.05.2020'];Mombasa;fernreisen;2020-04;389;Africa;26/10/2019;352
['19.02.2020', '04.03.2020'];Mombasa;last-minute;2020-02;402;Africa;05/02/2020;352
['19.02.2020', '04.03.2020'];Mombasa;last-minute;2020-02;402;Africa;07/02/2020;352
['19.02.2020', '04.03.2020'];Mombasa;last-minute;2020-02;402;Africa;2020-02-10;352
['17.03.2020', '31.03.2020'];Mombasa;fernreisen;2020-03;369;Africa;2020-03-14;352
['27.03.2020', '07.04.2020'];Mombasa;fernreisen;2020-03;370;Africa;2020-03-16;352
['23.10.2019', '06.11.2019'];Nairobi;last-minute;2019-10;381;Africa;20/10/2019;381
['04.12.2019', '09.12.2019'];Nairobi;fernreisen;2019-12;390;Africa;26/10/2019;381
['14.12.2019', '28.12.2019'];Oran;last-minute;2019-12;235;Africa;07/12/2019;235
['31.12.2019', '11.01.2020'];Oran;last-minute;2019-12;236;Africa;24/12/2019;235
['03.03.2020', '16.03.2020'];Sansibar;fernreisen;2020-03;397;Africa;26/10/2019;381
['10.03.2020', '24.03.2020'];Sansibar;fernreisen;2020-03;400;Africa;18/10/2019;381
['11.03.2020', '08.04.2020'];Sansibar;fernreisen;2020-03;398;Africa;22/10/2019;381
['15.03.2020', '25.03.2020'];Sansibar;fernreisen;2020-03;381;Africa;24/12/2019;381
['26.07.2020', '14.08.2020'];Tunis;warme-reiseziele;2020-07;139;Africa;26/10/2019;115
['28.07.2020', '14.08.2020'];Tunis;sommerferien;2020-07;139;Africa;19/10/2019;115
['28.07.2020', '14.08.2020'];Tunis;warme-reiseziele;2020-07;154;Africa;07/12/2019;115
['28.07.2020', '14.08.2020'];Tunis;warme-reiseziele;2020-07;154;Africa;08/12/2019;115
['28.07.2020', '14.08.2020'];Tunis;warme-reiseziele;2020-07;164;Africa;24/12/2019;115
['13.08.2020', '26.08.2020'];Tunis;sommerferien;2020-08;138;Africa;18/10/2019;115
['13.08.2020', '26.08.2020'];Tunis;sommerferien;2020-08;139;Africa;26/10/2019;115
['08.03.2020', '23.03.2020'];Tunis;last-minute;2020-03;140;Africa;2020-02-28;115
['08.03.2020', '23.03.2020'];Tunis;last-minute;2020-03;140;Africa;2020-03-02;115
['09.04.2020', '17.04.2020'];Tunis;osterferien;2020-04;146;Africa;2020-03-14;115
['26.03.2020', '10.04.2020'];Tunis;last-minute;2020-03;136;Africa;2020-03-14;115
['26.03.2020', '10.04.2020'];Tunis;last-minute;2020-03;136;Africa;2020-03-16;115
['09.04.2020', '17.04.2020'];Tunis;osterferien;2020-04;146;Africa;2020-03-16;115
['31.07.2020', '07.08.2020'];Tunis;sommerferien;2020-07;203;Africa;2020-03-16;115
['04.09.2020', '19.09.2020'];Tunis;warme-reiseziele;2020-09;115;Africa;2020-06-23;115
['27.08.2020', '07.09.2020'];Tunis;sommerferien;2020-08;121;Africa;2020-07-15;115
['04.09.2020', '21.09.2020'];Tunis;warme-reiseziele;2020-09;115;Africa;2020-07-15;115
['30.05.2020', '12.06.2020'];Bali;warme-reiseziele;2020-05;273;Asia;20/10/2019;273
['29.07.2020', '12.08.2020'];Bali;sommerferien;2020-07;624;Asia;19/10/2019;273
['29.07.2020', '12.08.2020'];Bali;sommerferien;2020-07;630;Asia;20/10/2019;273
['18.08.2020', '25.08.2020'];Bali;sommerferien;2020-08;570;Asia;26/10/2019;273
['01.12.2019', '21.12.2019'];Bangkok;fernreisen;2019-12;373;Asia;19/10/2019;355
['15.01.2020', '08.02.2020'];Bangkok;last-minute;2020-01;385;Asia;08/01/2020;355
['09.02.2020', '23.02.2020'];Bangkok;fernreisen;2020-02;371;Asia;07/10/2019;355
['10.02.2020', '20.02.2020'];Bangkok;fernreisen;2020-02;374;Asia;28/01/2020;355
['14.02.2020', '23.02.2020'];Bangkok;fernreisen;2020-02;372;Asia;05/10/2019;355
['16.02.2020', '05.03.2020'];Bangkok;fernreisen;2020-02;375;Asia;08/01/2020;355
['16.02.2020', '12.03.2020'];Bangkok;fernreisen;2020-02;375;Asia;24/12/2019;355
['21.02.2020', '08.03.2020'];Bangkok;fernreisen;2020-02;371;Asia;08/12/2019;355
['21.02.2020', '08.03.2020'];Bangkok;fernreisen;2020-02;372;Asia;04/10/2019;355
['21.02.2020', '29.02.2020'];Bangkok;fernreisen;2020-02;373;Asia;20/10/2019;355
['23.02.2020', '12.03.2020'];Bangkok;fernreisen;2020-02;373;Asia;26/10/2019;355
['28.02.2020', '15.03.2020'];Bangkok;fernreisen;2020-02;373;Asia;26/10/2019;355
['28.02.2020', '21.03.2020'];Bangkok;fernreisen;2020-02;371;Asia;07/12/2019;355
['21.04.2020', '04.05.2020'];Bangkok;fernreisen;2020-04;372;Asia;06/10/2019;355
['28.04.2020', '14.05.2020'];Bangkok;fernreisen;2020-04;373;Asia;18/10/2019;355
['06.04.2020', '18.04.2020'];Bangkok;osterferien;2020-04;388;Asia;2020-03-06;355
['16.03.2020', '30.03.2020'];Bangkok;warme-reiseziele;2020-03;365;Asia;2020-03-13;355
['07.12.2020', '03.01.2021'];Bangkok;fernreisen;2020-12;389;Asia;2020-06-23;355
['21.08.2020', '09.09.2020'];Bangkok;fernreisen;2020-08;390;Asia;2020-07-15;355
['18.01.2022', '16.02.2022'];Bangkok;fernreisen;2022-01;355;Asia;2021-11-15;355
['12.04.2022', '20.04.2022'];Bangkok;osterferien;2022-04;367;Asia;2021-11-15;355
['10.10.2019', '17.10.2019'];Bangkok Don Mueang;last-minute;2019-10;565;Asia;04/10/2019;527
['28.10.2019', '11.11.2019'];Bangkok Don Mueang;last-minute;2019-10;564;Asia;26/10/2019;527
['03.11.2019', '17.11.2019'];Bangkok Don Mueang;last-minute;2019-11;586;Asia;20/10/2019;527
['12.02.2020', '26.02.2020'];Bangkok Don Mueang;last-minute;2020-02;527;Asia;05/02/2020;527
['15.02.2020', '10.03.2020'];Bangkok Don Mueang;last-minute;2020-02;576;Asia;07/02/2020;527
['05.12.2019', '14.12.2019'];Beijing International;fernreisen;2019-12;393;Asia;09/10/2019;393
['01.07.2020', '18.07.2020'];Beijing International;fernreisen;2020-07;414;Asia;20/10/2019;393
['01.12.2020', '20.12.2020'];Colombo;warme-reiseziele;2020-12;438;Asia;2020-03-13;438
['10.08.2022', '08.09.2022'];Colombo;fernreisen;2022-08;474;Asia;2021-11-15;438
['01.12.2019', '08.12.2019'];Hanoi;fernreisen;2019-12;392;Asia;26/10/2019;253
['01.12.2019', '08.12.2019'];Hanoi;fernreisen;2019-12;393;Asia;22/10/2019;253
['04.12.2019', '31.12.2019'];Hanoi;fernreisen;2019-12;393;Asia;18/10/2019;253
['06.12.2019', '22.12.2019'];Hanoi;fernreisen;2019-12;391;Asia;07/10/2019;253
['06.12.2019', '22.12.2019'];Hanoi;fernreisen;2019-12;392;Asia;09/10/2019;253
['26.01.2020', '16.02.2020'];Hanoi;fernreisen;2020-01;390;Asia;07/12/2019;253
['04.02.2020', '05.03.2020'];Hanoi;fernreisen;2020-02;392;Asia;19/10/2019;253
['04.02.2020', '20.02.2020'];Hanoi;last-minute;2020-02;258;Asia;28/01/2020;253
['04.02.2020', '25.02.2020'];Hanoi;fernreisen;2020-02;258;Asia;28/01/2020;253
['16.02.2020', '27.02.2020'];Hanoi;fernreisen;2020-02;255;Asia;08/01/2020;253
['16.02.2020', '27.02.2020'];Hanoi;last-minute;2020-02;282;Asia;03/02/2020;253
['21.02.2020', '19.03.2020'];Hanoi;fernreisen;2020-02;390;Asia;08/12/2019;253
['28.02.2020', '26.03.2020'];Hanoi;fernreisen;2020-02;258;Asia;24/01/2020;253
['28.02.2020', '26.03.2020'];Hanoi;fernreisen;2020-02;266;Asia;23/01/2020;253
['25.03.2020', '09.04.2020'];Hanoi;fernreisen;2020-03;262;Asia;03/02/2020;253
['01.04.2020', '30.04.2020'];Hanoi;fernreisen;2020-04;392;Asia;20/10/2019;253
['19.04.2020', '03.05.2020'];Hanoi;fernreisen;2020-04;392;Asia;26/10/2019;253
['31.03.2020', '23.04.2020'];Hanoi;fernreisen;2020-03;266;Asia;05/02/2020;253
['14.02.2020', '28.02.2020'];Hanoi;last-minute;2020-02;306;Asia;05/02/2020;253
['31.03.2020', '23.04.2020'];Hanoi;fernreisen;2020-03;266;Asia;07/02/2020;253
['21.02.2020', '13.03.2020'];Hanoi;last-minute;2020-02;286;Asia;07/02/2020;253
['31.03.2020', '23.04.2020'];Hanoi;warme-reiseziele;2020-03;266;Asia;07/02/2020;253
['31.03.2020', '23.04.2020'];Hanoi;warme-reiseziele;2020-03;266;Asia;2020-02-10;253
['23.02.2020', '01.03.2020'];Hanoi;last-minute;2020-02;283;Asia;2020-02-10;253
['31.03.2020', '23.04.2020'];Hanoi;fernreisen;2020-03;266;Asia;2020-02-10;253
['31.03.2020', '07.04.2020'];Hanoi;fernreisen;2020-03;263;Asia;2020-02-20;253
['31.03.2020', '23.04.2020'];Hanoi;fernreisen;2020-03;263;Asia;2020-02-21;253
['31.03.2020', '23.04.2020'];Hanoi;fernreisen;2020-03;263;Asia;2020-02-23;253
['31.03.2020', '07.04.2020'];Hanoi;fernreisen;2020-03;262;Asia;2020-02-25;253
['31.03.2020', '23.04.2020'];Hanoi;fernreisen;2020-03;262;Asia;2020-02-28;253
['31.03.2020', '23.04.2020'];Hanoi;fernreisen;2020-03;262;Asia;2020-03-02;253
['31.03.2020', '23.04.2020'];Hanoi;fernreisen;2020-03;256;Asia;2020-03-06;253
['29.03.2020', '12.04.2020'];Hanoi;fernreisen;2020-03;253;Asia;2020-03-14;253
['31.03.2020', '16.04.2020'];Hanoi;fernreisen;2020-03;261;Asia;2020-03-16;253
['13.11.2020', '24.11.2020'];Hanoi;fernreisen;2020-11;280;Asia;2020-06-06;253
['07.11.2020', '19.11.2020'];Hanoi;fernreisen;2020-11;336;Asia;2020-06-23;253
['12.11.2020', '26.11.2020'];Hanoi;fernreisen;2020-11;340;Asia;2020-07-15;253
['01.12.2019', '08.12.2019'];Hongkong;fernreisen;2019-12;340;Asia;22/10/2019;315
['03.12.2019', '12.12.2019'];Hongkong;fernreisen;2019-12;340;Asia;19/10/2019;315
['04.12.2019', '12.12.2019'];Hongkong;fernreisen;2019-12;340;Asia;09/10/2019;315
['09.12.2019', '16.12.2019'];Hongkong;fernreisen;2019-12;338;Asia;07/10/2019;315
['09.02.2020', '17.02.2020'];Hongkong;last-minute;2020-02;333;Asia;28/01/2020;315
['15.02.2020', '29.02.2020'];Hongkong;last-minute;2020-02;346;Asia;03/02/2020;315
['21.02.2020', '01.03.2020'];Hongkong;fernreisen;2020-02;340;Asia;18/10/2019;315
['21.02.2020', '02.03.2020'];Hongkong;fernreisen;2020-02;340;Asia;26/10/2019;315
['21.02.2020', '03.03.2020'];Hongkong;fernreisen;2020-02;336;Asia;03/02/2020;315
['22.02.2020', '01.03.2020'];Hongkong;fernreisen;2020-02;338;Asia;24/12/2019;315
['24.02.2020', '05.03.2020'];Hongkong;fernreisen;2020-02;324;Asia;08/01/2020;315
['28.02.2020', '05.03.2020'];Hongkong;fernreisen;2020-02;315;Asia;23/01/2020;315
['28.02.2020', '21.03.2020'];Hongkong;fernreisen;2020-02;338;Asia;08/12/2019;315
['01.03.2020', '15.03.2020'];Hongkong;fernreisen;2020-03;317;Asia;25/01/2020;315
['01.03.2020', '15.03.2020'];Hongkong;fernreisen;2020-03;318;Asia;28/01/2020;315
['06.03.2020', '14.03.2020'];Hongkong;fernreisen;2020-03;315;Asia;24/01/2020;315
['16.03.2020', '03.04.2020'];Hongkong;fernreisen;2020-03;340;Asia;20/10/2019;315
['20.03.2020', '11.04.2020'];Hongkong;fernreisen;2020-03;340;Asia;26/10/2019;315
['30.03.2020', '08.04.2020'];Hongkong;fernreisen;2020-03;338;Asia;07/12/2019;315
['01.05.2020', '12.05.2020'];Hongkong;fernreisen;2020-05;339;Asia;04/10/2019;315
['06.05.2020', '13.05.2020'];Hongkong;warme-reiseziele;2020-05;340;Asia;09/10/2019;315
['24.02.2020', '02.03.2020'];Hongkong;fernreisen;2020-02;340;Asia;05/02/2020;315
['15.02.2020', '29.02.2020'];Hongkong;last-minute;2020-02;346;Asia;05/02/2020;315
['03.04.2020', '19.04.2020'];Hongkong;fernreisen;2020-04;344;Asia;07/02/2020;315
['03.04.2020', '19.04.2020'];Hongkong;fernreisen;2020-04;344;Asia;2020-02-10;315
['29.02.2020', '15.03.2020'];Hongkong;fernreisen;2020-02;348;Asia;2020-02-20;315
['25.02.2020', '21.03.2020'];Hongkong;fernreisen;2020-02;348;Asia;2020-02-21;315
['29.02.2020', '15.03.2020'];Hongkong;fernreisen;2020-02;348;Asia;2020-02-23;315
['29.02.2020', '15.03.2020'];Hongkong;fernreisen;2020-02;348;Asia;2020-02-25;315
['29.02.2020', '15.03.2020'];Hongkong;fernreisen;2020-02;348;Asia;2020-02-28;315
['12.06.2020', '20.06.2020'];Hongkong;fernreisen;2020-06;339;Asia;2020-03-02;315
['22.11.2020', '29.11.2020'];Hongkong;fernreisen;2020-11;330;Asia;2020-03-06;315
['06.11.2020', '19.11.2020'];Hongkong;fernreisen;2020-11;323;Asia;2020-03-14;315
['30.05.2020', '14.06.2020'];Hongkong;fernreisen;2020-05;343;Asia;2020-03-16;315
['12.06.2020', '20.06.2020'];Hongkong;fernreisen;2020-06;331;Asia;2020-06-06;315
['21.02.2020', '13.03.2020'];Kathmandu;last-minute;2020-02;436;Asia;07/02/2020;424
['23.02.2020', '07.03.2020'];Kathmandu;last-minute;2020-02;424;Asia;2020-02-10;424
['02.12.2019', '15.12.2019'];Kuala Lumpur;fernreisen;2019-12;389;Asia;18/10/2019;386
['09.12.2019', '30.12.2019'];Kuala Lumpur;fernreisen;2019-12;389;Asia;22/10/2019;386
['10.02.2020', '08.03.2020'];Kuala Lumpur;fernreisen;2020-02;388;Asia;04/10/2019;386
['17.02.2020', '04.03.2020'];Kuala Lumpur;fernreisen;2020-02;388;Asia;19/10/2019;386
['02.03.2020', '22.03.2020'];Kuala Lumpur;fernreisen;2020-03;388;Asia;26/10/2019;386
['06.03.2020', '22.03.2020'];Kuala Lumpur;fernreisen;2020-03;388;Asia;05/10/2019;386
['06.03.2020', '29.03.2020'];Kuala Lumpur;fernreisen;2020-03;388;Asia;06/10/2019;386
['09.03.2020', '23.03.2020'];Kuala Lumpur;fernreisen;2020-03;386;Asia;07/12/2019;386
['21.03.2020', '12.04.2020'];Kuala Lumpur;fernreisen;2020-03;386;Asia;08/12/2019;386
['06.04.2020', '15.04.2020'];Kuala Lumpur;osterferien;2020-04;413;Asia;03/02/2020;386
['22.04.2020', '29.04.2020'];Kuala Lumpur;fernreisen;2020-04;387;Asia;07/10/2019;386
['06.04.2020', '15.04.2020'];Kuala Lumpur;osterferien;2020-04;413;Asia;05/02/2020;386
['06.04.2020', '15.04.2020'];Kuala Lumpur;osterferien;2020-04;416;Asia;07/02/2020;386
['06.04.2020', '15.04.2020'];Kuala Lumpur;osterferien;2020-04;416;Asia;2020-02-10;386
['06.04.2020', '17.04.2020'];Kuala Lumpur;osterferien;2020-04;411;Asia;2020-02-20;386
['06.04.2020', '17.04.2020'];Kuala Lumpur;osterferien;2020-04;411;Asia;2020-02-21;386
['06.04.2020', '17.04.2020'];Kuala Lumpur;osterferien;2020-04;411;Asia;2020-02-23;386
['06.04.2020', '17.04.2020'];Kuala Lumpur;osterferien;2020-04;411;Asia;2020-02-25;386
['06.04.2020', '17.04.2020'];Kuala Lumpur;osterferien;2020-04;411;Asia;2020-02-28;386
['06.04.2020', '17.04.2020'];Kuala Lumpur;osterferien;2020-04;411;Asia;2020-03-02;386
['06.04.2020', '17.04.2020'];Kuala Lumpur;osterferien;2020-04;405;Asia;2020-03-06;386
['16.02.2020', '07.03.2020'];Luang Prabang;last-minute;2020-02;698;Asia;07/02/2020;698
['15.10.2019', '10.11.2019'];Luzon Clark;last-minute;2019-10;615;Asia;06/10/2019;615
['15.10.2019', '10.11.2019'];Luzon Clark;last-minute;2019-10;616;Asia;04/10/2019;615
['03.12.2019', '17.12.2019'];Manila;fernreisen;2019-12;377;Asia;07/10/2019;328
['04.02.2020', '18.02.2020'];Manila;fernreisen;2020-02;377;Asia;06/10/2019;328
['10.02.2020', '23.02.2020'];Manila;fernreisen;2020-02;376;Asia;08/01/2020;328
['14.02.2020', '08.03.2020'];Manila;fernreisen;2020-02;378;Asia;18/10/2019;328
['15.02.2020', '28.02.2020'];Manila;fernreisen;2020-02;378;Asia;24/12/2019;328
['24.02.2020', '08.03.2020'];Manila;fernreisen;2020-02;377;Asia;05/10/2019;328
['28.02.2020', '13.03.2020'];Manila;fernreisen;2020-02;372;Asia;07/12/2019;328
['29.02.2020', '29.03.2020'];Manila;fernreisen;2020-02;378;Asia;26/10/2019;328
['03.03.2020', '17.03.2020'];Manila;fernreisen;2020-03;372;Asia;08/12/2019;328
['11.03.2020', '31.03.2020'];Manila;fernreisen;2020-03;377;Asia;09/10/2019;328
['16.04.2020', '13.05.2020'];Manila;fernreisen;2020-04;379;Asia;22/10/2019;328
['21.04.2020', '05.05.2020'];Manila;fernreisen;2020-04;377;Asia;04/10/2019;328
['27.04.2020', '18.05.2020'];Manila;fernreisen;2020-04;378;Asia;20/10/2019;328
['04.05.2020', '18.05.2020'];Manila;fernreisen;2020-05;373;Asia;28/01/2020;328
['06.05.2020', '24.05.2020'];Manila;fernreisen;2020-05;361;Asia;23/01/2020;328
['16.05.2020', '31.05.2020'];Manila;fernreisen;2020-05;370;Asia;19/10/2019;328
['16.05.2020', '31.05.2020'];Manila;fernreisen;2020-05;378;Asia;26/10/2019;328
['05.08.2020', '27.08.2020'];Manila;sommerferien;2020-08;501;Asia;05/10/2019;328
['10.08.2020', '17.08.2020'];Manila;sommerferien;2020-08;493;Asia;19/10/2019;328
['12.08.2020', '24.08.2020'];Manila;sommerferien;2020-08;486;Asia;20/10/2019;328
['17.08.2020', '07.09.2020'];Manila;sommerferien;2020-08;474;Asia;08/01/2020;328
['31.03.2020', '19.04.2020'];Manila;fernreisen;2020-03;328;Asia;2020-02-20;328
['31.03.2020', '19.04.2020'];Manila;fernreisen;2020-03;328;Asia;2020-02-21;328
['31.03.2020', '19.04.2020'];Manila;fernreisen;2020-03;328;Asia;2020-02-23;328
['31.03.2020', '19.04.2020'];Manila;fernreisen;2020-03;328;Asia;2020-02-25;328
['31.03.2020', '19.04.2020'];Manila;fernreisen;2020-03;328;Asia;2020-02-28;328
['31.03.2020', '19.04.2020'];Manila;fernreisen;2020-03;328;Asia;2020-03-02;328
['31.03.2020', '07.04.2020'];Manila;fernreisen;2020-03;342;Asia;2020-03-06;328
['26.03.2020', '13.04.2020'];Manila;fernreisen;2020-03;349;Asia;2020-03-14;328
['26.03.2020', '13.04.2020'];Manila;fernreisen;2020-03;349;Asia;2020-03-16;328
['31.12.2020', '24.01.2021'];Manila;fernreisen;2020-12;399;Asia;2020-06-23;328
['23.10.2019', '04.11.2019'];Perth;last-minute;2019-10;742;Asia;09/10/2019;742
['07.01.2020', '28.01.2020'];Perth;last-minute;2020-01;760;Asia;24/12/2019;742
['03.12.2019', '23.12.2019'];Phnom Penh;fernreisen;2019-12;395;Asia;18/10/2019;363
['07.01.2020', '06.02.2020'];Phnom Penh;last-minute;2020-01;434;Asia;24/12/2019;363
['17.01.2020', '16.02.2020'];Phnom Penh;last-minute;2020-01;400;Asia;08/01/2020;363
['10.02.2020', '21.02.2020'];Phnom Penh;last-minute;2020-02;398;Asia;03/02/2020;363
